Schematic, Value, Name, Link
mcu, -, atmega328p, ATMEGA328P-AU, https://lcsc.com/product-detail/ATMEL-AVR_ATMEL_ATMEGA328P-AU_ATMEGA328P-AU_C14877.html
bluetooth, -, hc-05, https://www.aliexpress.com/item/Free-Shipping-lot-wholesale-HC-05-HC-05-RF-Wireless-Bluetooth-Transceiver-Module-RS232-TTL-to/32504388662.html?spm=2114.search0104.3.16.332e3267PXbMeM&ws_ab_test=searchweb0_0,searchweb201602_4_10065_10068_319_317_10696_10084_453_10083_454_10618_10304_10307_10820_10821_537_10302_536_10902_10059_10884_10887_321_322_10103,searchweb201603_60,ppcSwitch_0&algo_expid=7064f8a8-f509-4af6-b81b-221634850353-2&algo_pvid=7064f8a8-f509-4af6-b81b-221634850353&transAbTest=ae803_3
